,value2,value,count,raw_left_value,raw_left_value2,variable,variable2
74,0.01286 - 0.6142,1.328 - 1.91,0.008758171202092171,1.328,0.01286,80+,logPOP
75,0.6142 - 1.216,1.328 - 1.91,0.017516342404184343,1.328,0.6142,80+,logPOP
83,-0.5885 - 0.01286,1.91 - 2.493,0.008758171202092171,1.91,-0.5885,80+,logPOP
84,0.01286 - 0.6142,1.91 - 2.493,0.017516342404184343,1.91,0.01286,80+,logPOP
92,-1.19 - -0.5885,2.493 - 3.075,0.00875817120209215,2.493,-1.19,80+,logPOP
94,0.01286 - 0.6142,2.493 - 3.075,0.00875817120209215,2.493,0.01286,80+,logPOP
4,-0.5278 - -0.07046,-2.75 - -2.167,0.011516597401919307,-2.75,-0.5278,80+,dPOP
6,0.3868 - 0.8441,-2.75 - -2.167,0.03454979220575789,-2.75,0.3868,80+,dPOP
7,0.8441 - 1.301,-2.75 - -2.167,0.011516597401919317,-2.75,0.8441,80+,dPOP
15,-0.07046 - 0.3868,-2.167 - -1.585,0.05758298700959654,-2.167,-0.07046,80+,dPOP
16,0.3868 - 0.8441,-2.167 - -1.585,0.08061618181343508,-2.167,0.3868,80+,dPOP
17,0.8441 - 1.301,-2.167 - -1.585,0.04606638960767727,-2.167,0.8441,80+,dPOP
24,-0.5278 - -0.07046,-1.585 - -1.002,0.05758298700959654,-1.585,-0.5278,80+,dPOP
25,-0.07046 - 0.3868,-1.585 - -1.002,0.1612323636268703,-1.585,-0.07046,80+,dPOP
26,0.3868 - 0.8441,-1.585 - -1.002,0.1497157662249509,-1.585,0.3868,80+,dPOP
27,0.8441 - 1.301,-1.585 - -1.002,0.04606638960767727,-1.585,0.8441,80+,dPOP
28,1.301 - 1.759,-1.585 - -1.002,0.04606638960767727,-1.585,1.301,80+,dPOP
29,1.759 - 2.216,-1.585 - -1.002,0.0115165974019193,-1.585,1.759,80+,dPOP
33,-0.9851 - -0.5278,-1.002 - -0.4197,0.023033194803838614,-1.002,-0.9851,80+,dPOP
34,-0.5278 - -0.07046,-1.002 - -0.4197,0.19578215583262823,-1.002,-0.5278,80+,dPOP
35,-0.07046 - 0.3868,-1.002 - -0.4197,0.17274896102878964,-1.002,-0.07046,80+,dPOP
36,0.3868 - 0.8441,-1.002 - -0.4197,0.06909958441151579,-1.002,0.3868,80+,dPOP
37,0.8441 - 1.301,-1.002 - -0.4197,0.04606638960767727,-1.002,0.8441,80+,dPOP
39,1.759 - 2.216,-1.002 - -0.4197,0.03454979220575789,-1.002,1.759,80+,dPOP
42,-1.442 - -0.9851,-0.4197 - 0.1627,0.011516597401919307,-0.4197,-1.442,80+,dPOP
43,-0.9851 - -0.5278,-0.4197 - 0.1627,0.149715766224951,-0.4197,-0.9851,80+,dPOP
44,-0.5278 - -0.07046,-0.4197 - 0.1627,0.20729875323454755,-0.4197,-0.5278,80+,dPOP
45,-0.07046 - 0.3868,-0.4197 - 0.1627,0.149715766224951,-0.4197,-0.07046,80+,dPOP
46,0.3868 - 0.8441,-0.4197 - 0.1627,0.06909958441151579,-0.4197,0.3868,80+,dPOP
47,0.8441 - 1.301,-0.4197 - 0.1627,0.04606638960767727,-0.4197,0.8441,80+,dPOP
48,1.301 - 1.759,-0.4197 - 0.1627,0.011516597401919317,-0.4197,1.301,80+,dPOP
52,-1.442 - -0.9851,0.1627 - 0.7452,0.05758298700959654,0.1627,-1.442,80+,dPOP
53,-0.9851 - -0.5278,0.1627 - 0.7452,0.11516597401919308,0.1627,-0.9851,80+,dPOP
54,-0.5278 - -0.07046,0.1627 - 0.7452,0.21881535063646684,0.1627,-0.5278,80+,dPOP
55,-0.07046 - 0.3868,0.1627 - 0.7452,0.06909958441151585,0.1627,-0.07046,80+,dPOP
58,1.301 - 1.759,0.1627 - 0.7452,0.011516597401919317,0.1627,1.301,80+,dPOP
62,-1.442 - -0.9851,0.7452 - 1.328,0.011516597401919307,0.7452,-1.442,80+,dPOP
63,-0.9851 - -0.5278,0.7452 - 1.328,0.17274896102878964,0.7452,-0.9851,80+,dPOP
64,-0.5278 - -0.07046,0.7452 - 1.328,0.11516597401919308,0.7452,-0.5278,80+,dPOP
65,-0.07046 - 0.3868,0.7452 - 1.328,0.06909958441151585,0.7452,-0.07046,80+,dPOP
66,0.3868 - 0.8441,0.7452 - 1.328,0.057582987009596485,0.7452,0.3868,80+,dPOP
67,0.8441 - 1.301,0.7452 - 1.328,0.011516597401919317,0.7452,0.8441,80+,dPOP
72,-1.442 - -0.9851,1.328 - 1.91,0.149715766224951,1.328,-1.442,80+,dPOP
73,-0.9851 - -0.5278,1.328 - 1.91,0.1381991688230317,1.328,-0.9851,80+,dPOP
74,-0.5278 - -0.07046,1.328 - 1.91,0.149715766224951,1.328,-0.5278,80+,dPOP
75,-0.07046 - 0.3868,1.328 - 1.91,0.05758298700959654,1.328,-0.07046,80+,dPOP
76,0.3868 - 0.8441,1.328 - 1.91,0.03454979220575789,1.328,0.3868,80+,dPOP
78,1.301 - 1.759,1.328 - 1.91,0.011516597401919317,1.328,1.301,80+,dPOP
81,-1.9 - -1.442,1.91 - 2.493,0.06909958441151585,1.91,-1.9,80+,dPOP
82,-1.442 - -0.9851,1.91 - 2.493,0.149715766224951,1.91,-1.442,80+,dPOP
83,-0.9851 - -0.5278,1.91 - 2.493,0.03454979220575793,1.91,-0.9851,80+,dPOP
90,-2.357 - -1.9,2.493 - 3.075,0.06909958441151591,2.493,-2.357,80+,dPOP
91,-1.9 - -1.442,2.493 - 3.075,0.057582987009596596,2.493,-1.9,80+,dPOP
92,-1.442 - -0.9851,2.493 - 3.075,0.011516597401919319,2.493,-1.442,80+,dPOP
93,-0.9851 - -0.5278,2.493 - 3.075,0.011516597401919319,2.493,-0.9851,80+,dPOP
9,3.463 - 4.144,-2.75 - -2.167,0.015453343234030937,-2.75,3.463,80+,0-19
10,-2.672 - -1.99,-2.167 - -1.585,0.0077266716170154735,-2.167,-2.672,80+,0-19
13,-0.6268 - 0.05478,-2.167 - -1.585,0.0077266716170154735,-2.167,-0.6268,80+,0-19
15,0.7364 - 1.418,-2.167 - -1.585,0.015453343234030947,-2.167,0.7364,80+,0-19
16,1.418 - 2.1,-2.167 - -1.585,0.046360029702092805,-2.167,1.418,80+,0-19
17,2.1 - 2.781,-2.167 - -1.585,0.08499338778717028,-2.167,2.1,80+,0-19
18,2.781 - 3.463,-2.167 - -1.585,0.030906686468061922,-2.167,2.781,80+,0-19
19,3.463 - 4.144,-2.167 - -1.585,0.015453343234030937,-2.167,3.463,80+,0-19
20,-2.672 - -1.99,-1.585 - -1.002,0.007726671617015476,-1.585,-2.672,80+,0-19
21,-1.99 - -1.308,-1.585 - -1.002,0.015453343234030952,-1.585,-1.99,80+,0-19
22,-1.308 - -0.6268,-1.585 - -1.002,0.015453343234030952,-1.585,-1.308,80+,0-19
24,0.05478 - 0.7364,-1.585 - -1.002,0.06181337293612381,-1.585,0.05478,80+,0-19
25,0.7364 - 1.418,-1.585 - -1.002,0.12362674587224762,-1.585,0.7364,80+,0-19
26,1.418 - 2.1,-1.585 - -1.002,0.18544011880837127,-1.585,1.418,80+,0-19
27,2.1 - 2.781,-1.585 - -1.002,0.05408670131910837,-1.585,2.1,80+,0-19
28,2.781 - 3.463,-1.585 - -1.002,0.023180014851046447,-1.585,2.781,80+,0-19
30,-2.672 - -1.99,-1.002 - -0.4197,0.007726671617015471,-1.002,-2.672,80+,0-19
31,-1.99 - -1.308,-1.002 - -0.4197,0.007726671617015471,-1.002,-1.99,80+,0-19
32,-1.308 - -0.6268,-1.002 - -0.4197,0.015453343234030942,-1.002,-1.308,80+,0-19
33,-0.6268 - 0.05478,-1.002 - -0.4197,0.06954004455313925,-1.002,-0.6268,80+,0-19
34,0.05478 - 0.7364,-1.002 - -0.4197,0.278160178212557,-1.002,0.05478,80+,0-19
35,0.7364 - 1.418,-1.002 - -0.4197,0.2086201336594177,-1.002,0.7364,80+,0-19
36,1.418 - 2.1,-1.002 - -0.4197,0.08499338778717011,-1.002,1.418,80+,0-19
40,-2.672 - -1.99,-0.4197 - 0.1627,0.015453343234030942,-0.4197,-2.672,80+,0-19
41,-1.99 - -1.308,-0.4197 - 0.1627,0.015453343234030942,-0.4197,-1.99,80+,0-19
42,-1.308 - -0.6268,-0.4197 - 0.1627,0.06181337293612377,-0.4197,-1.308,80+,0-19
43,-0.6268 - 0.05478,-0.4197 - 0.1627,0.16998677557434036,-0.4197,-0.6268,80+,0-19
44,0.05478 - 0.7364,-0.4197 - 0.1627,0.1854401188083713,-0.4197,0.05478,80+,0-19
45,0.7364 - 1.418,-0.4197 - 0.1627,0.12362674587224753,-0.4197,0.7364,80+,0-19
46,1.418 - 2.1,-0.4197 - 0.1627,0.007726671617015465,-0.4197,1.418,80+,0-19
51,-1.99 - -1.308,0.1627 - 0.7452,0.023180014851046444,0.1627,-1.99,80+,0-19
52,-1.308 - -0.6268,0.1627 - 0.7452,0.06954004455313934,0.1627,-1.308,80+,0-19
53,-0.6268 - 0.05478,0.1627 - 0.7452,0.14680676072329416,0.1627,-0.6268,80+,0-19
54,0.05478 - 0.7364,0.1627 - 0.7452,0.10817340263821672,0.1627,0.05478,80+,0-19
55,0.7364 - 1.418,0.1627 - 0.7452,0.015453343234030963,0.1627,0.7364,80+,0-19
56,1.418 - 2.1,0.1627 - 0.7452,0.007726671617015474,0.1627,1.418,80+,0-19
60,-2.672 - -1.99,0.7452 - 1.328,0.007726671617015471,0.7452,-2.672,80+,0-19
61,-1.99 - -1.308,0.7452 - 1.328,0.007726671617015471,0.7452,-1.99,80+,0-19
62,-1.308 - -0.6268,0.7452 - 1.328,0.07726671617015471,0.7452,-1.308,80+,0-19
63,-0.6268 - 0.05478,0.7452 - 1.328,0.030906686468061884,0.7452,-0.6268,80+,0-19
64,0.05478 - 0.7364,0.7452 - 1.328,0.007726671617015471,0.7452,0.05478,80+,0-19
65,0.7364 - 1.418,0.7452 - 1.328,0.007726671617015471,0.7452,0.7364,80+,0-19
72,-1.308 - -0.6268,1.328 - 1.91,0.023180014851046413,1.328,-1.308,80+,0-19
73,-0.6268 - 0.05478,1.328 - 1.91,0.007726671617015471,1.328,-0.6268,80+,0-19
91,-1.99 - -1.308,2.493 - 3.075,0.015453343234030963,2.493,-1.99,80+,0-19
5,1.209 - 1.747,-2.75 - -2.167,0.06853305144578721,-2.75,1.209,80+,20-39
6,1.747 - 2.285,-2.75 - -2.167,0.14685653881240107,-2.75,1.747,80+,20-39
7,2.285 - 2.823,-2.75 - -2.167,0.1468565388124013,-2.75,2.285,80+,20-39
8,2.823 - 3.361,-2.75 - -2.167,0.05874261552496051,-2.75,2.823,80+,20-39
9,3.361 - 3.899,-2.75 - -2.167,0.03916174368330695,-2.75,3.361,80+,20-39
14,0.6714 - 1.209,-2.167 - -1.585,0.19580871841653488,-2.167,0.6714,80+,20-39
15,1.209 - 1.747,-2.167 - -1.585,0.33287482130810936,-2.167,1.209,80+,20-39
16,1.747 - 2.285,-2.167 - -1.585,0.23497046209984168,-2.167,1.747,80+,20-39
17,2.285 - 2.823,-2.167 - -1.585,0.029371307762480255,-2.167,2.285,80+,20-39
18,2.823 - 3.361,-2.167 - -1.585,0.009790435920826753,-2.167,2.823,80+,20-39
23,0.1334 - 0.6714,-1.585 - -1.002,0.2545513339414954,-1.585,0.1334,80+,20-39
24,0.6714 - 1.209,-1.585 - -1.002,0.4209887445955501,-1.585,0.6714,80+,20-39
25,1.209 - 1.747,-1.585 - -1.002,0.17622784657488144,-1.585,1.209,80+,20-39
26,1.747 - 2.285,-1.585 - -1.002,0.02937130776248021,-1.585,1.747,80+,20-39
32,-0.4045 - 0.1334,-1.002 - -0.4197,0.08811392328744072,-1.002,-0.4045,80+,20-39
33,0.1334 - 0.6714,-1.002 - -0.4197,0.17622784657488144,-1.002,0.1334,80+,20-39
34,0.6714 - 1.209,-1.002 - -0.4197,0.09790435920826744,-1.002,0.6714,80+,20-39
35,1.209 - 1.747,-1.002 - -0.4197,0.03916174368330698,-1.002,1.209,80+,20-39
36,1.747 - 2.285,-1.002 - -0.4197,0.009790435920826738,-1.002,1.747,80+,20-39
41,-0.9424 - -0.4045,-0.4197 - 0.1627,0.029371307762480238,-0.4197,-0.9424,80+,20-39
42,-0.4045 - 0.1334,-0.4197 - 0.1627,0.09790435920826744,-0.4197,-0.4045,80+,20-39
43,0.1334 - 0.6714,-0.4197 - 0.1627,0.058742615524960476,-0.4197,0.1334,80+,20-39
44,0.6714 - 1.209,-0.4197 - 0.1627,0.08811392328744072,-0.4197,0.6714,80+,20-39
45,1.209 - 1.747,-0.4197 - 0.1627,0.009790435920826745,-0.4197,1.209,80+,20-39
51,-0.9424 - -0.4045,0.1627 - 0.7452,0.01958087184165349,0.1627,-0.9424,80+,20-39
52,-0.4045 - 0.1334,0.1627 - 0.7452,0.058742615524960476,0.1627,-0.4045,80+,20-39
53,0.1334 - 0.6714,0.1627 - 0.7452,0.01958087184165349,0.1627,0.1334,80+,20-39
61,-0.9424 - -0.4045,0.7452 - 1.328,0.01958087184165349,0.7452,-0.9424,80+,20-39
62,-0.4045 - 0.1334,0.7452 - 1.328,0.058742615524960476,0.7452,-0.4045,80+,20-39
63,0.1334 - 0.6714,0.7452 - 1.328,0.03916174368330698,0.7452,0.1334,80+,20-39
64,0.6714 - 1.209,0.7452 - 1.328,0.009790435920826745,0.7452,0.6714,80+,20-39
70,-1.48 - -0.9424,1.328 - 1.91,0.009790435920826745,1.328,-1.48,80+,20-39
71,-0.9424 - -0.4045,1.328 - 1.91,0.01958087184165349,1.328,-0.9424,80+,20-39
72,-0.4045 - 0.1334,1.328 - 1.91,0.029371307762480238,1.328,-0.4045,80+,20-39
80,-1.48 - -0.9424,1.91 - 2.493,0.019580871841653476,1.91,-1.48,80+,20-39
81,-0.9424 - -0.4045,1.91 - 2.493,0.019580871841653476,1.91,-0.9424,80+,20-39
90,-1.48 - -0.9424,2.493 - 3.075,0.02937130776248026,2.493,-1.48,80+,20-39
0,-3.591 - -3.008,-2.75 - -2.167,0.009034641268617003,-2.75,-3.591,80+,40-59
1,-3.008 - -2.425,-2.75 - -2.167,0.009034641268617003,-2.75,-3.008,80+,40-59
2,-2.425 - -1.842,-2.75 - -2.167,0.018069282537234006,-2.75,-2.425,80+,40-59
10,-3.591 - -3.008,-2.167 - -1.585,0.009034641268617003,-2.167,-3.591,80+,40-59
12,-2.425 - -1.842,-2.167 - -1.585,0.03613856507446801,-2.167,-2.425,80+,40-59
13,-1.842 - -1.259,-2.167 - -1.585,0.027103923805851013,-2.167,-1.842,80+,40-59
14,-1.259 - -0.6765,-2.167 - -1.585,0.009034641268617003,-2.167,-1.259,80+,40-59
20,-3.591 - -3.008,-1.585 - -1.002,0.018069282537233996,-1.585,-3.591,80+,40-59
22,-2.425 - -1.842,-1.585 - -1.002,0.018069282537233996,-1.585,-2.425,80+,40-59
23,-1.842 - -1.259,-1.585 - -1.002,0.009034641268616998,-1.585,-1.842,80+,40-59
25,-0.6765 - -0.09353,-1.585 - -1.002,0.009034641268616998,-1.585,-0.6765,80+,40-59
30,-3.591 - -3.008,-1.002 - -0.4197,0.009034641268617003,-1.002,-3.591,80+,40-59
31,-3.008 - -2.425,-1.002 - -0.4197,0.018069282537234006,-1.002,-3.008,80+,40-59
32,-2.425 - -1.842,-1.002 - -0.4197,0.03613856507446801,-1.002,-2.425,80+,40-59
33,-1.842 - -1.259,-1.002 - -0.4197,0.027103923805851013,-1.002,-1.842,80+,40-59
34,-1.259 - -0.6765,-1.002 - -0.4197,0.027103923805851013,-1.002,-1.259,80+,40-59
35,-0.6765 - -0.09353,-1.002 - -0.4197,0.009034641268617003,-1.002,-0.6765,80+,40-59
36,-0.09353 - 0.4894,-1.002 - -0.4197,0.009034641268616998,-1.002,-0.09353,80+,40-59
40,-3.591 - -3.008,-0.4197 - 0.1627,0.009034641268617003,-0.4197,-3.591,80+,40-59
41,-3.008 - -2.425,-0.4197 - 0.1627,0.009034641268617003,-0.4197,-3.008,80+,40-59
42,-2.425 - -1.842,-0.4197 - 0.1627,0.018069282537234006,-0.4197,-2.425,80+,40-59
43,-1.842 - -1.259,-0.4197 - 0.1627,0.07227713014893603,-0.4197,-1.842,80+,40-59
44,-1.259 - -0.6765,-0.4197 - 0.1627,0.08131177141755304,-0.4197,-1.259,80+,40-59
45,-0.6765 - -0.09353,-0.4197 - 0.1627,0.018069282537234006,-0.4197,-0.6765,80+,40-59
46,-0.09353 - 0.4894,-0.4197 - 0.1627,0.009034641268616998,-0.4197,-0.09353,80+,40-59
48,1.072 - 1.655,-0.4197 - 0.1627,0.00903464126861701,-0.4197,1.072,80+,40-59
49,1.655 - 2.238,-0.4197 - 0.1627,0.018069282537233996,-0.4197,1.655,80+,40-59
51,-3.008 - -2.425,0.1627 - 0.7452,0.045173206343084985,0.1627,-3.008,80+,40-59
52,-2.425 - -1.842,0.1627 - 0.7452,0.07227713014893598,0.1627,-2.425,80+,40-59
53,-1.842 - -1.259,0.1627 - 0.7452,0.14455426029787197,0.1627,-1.842,80+,40-59
54,-1.259 - -0.6765,0.1627 - 0.7452,0.07227713014893598,0.1627,-1.259,80+,40-59
55,-0.6765 - -0.09353,0.1627 - 0.7452,0.07227713014893598,0.1627,-0.6765,80+,40-59
56,-0.09353 - 0.4894,0.1627 - 0.7452,0.08131177141755291,0.1627,-0.09353,80+,40-59
57,0.4894 - 1.072,0.1627 - 0.7452,0.06324248888031904,0.1627,0.4894,80+,40-59
58,1.072 - 1.655,0.1627 - 0.7452,0.04517320634308502,0.1627,1.072,80+,40-59
59,1.655 - 2.238,0.1627 - 0.7452,0.018069282537233982,0.1627,1.655,80+,40-59
61,-3.008 - -2.425,0.7452 - 1.328,0.01806928253723402,0.7452,-3.008,80+,40-59
62,-2.425 - -1.842,0.7452 - 1.328,0.09034641268617011,0.7452,-2.425,80+,40-59
63,-1.842 - -1.259,0.7452 - 1.328,0.09034641268617011,0.7452,-1.842,80+,40-59
64,-1.259 - -0.6765,0.7452 - 1.328,0.2891085205957443,0.7452,-1.259,80+,40-59
65,-0.6765 - -0.09353,0.7452 - 1.328,0.1716581841037232,0.7452,-0.6765,80+,40-59
66,-0.09353 - 0.4894,0.7452 - 1.328,0.08131177141755302,0.7452,-0.09353,80+,40-59
67,0.4894 - 1.072,0.7452 - 1.328,0.03613856507446807,0.7452,0.4894,80+,40-59
68,1.072 - 1.655,0.7452 - 1.328,0.009034641268617017,0.7452,1.072,80+,40-59
72,-2.425 - -1.842,1.328 - 1.91,0.009034641268616998,1.328,-2.425,80+,40-59
73,-1.842 - -1.259,1.328 - 1.91,0.11745033649202097,1.328,-1.842,80+,40-59
74,-1.259 - -0.6765,1.328 - 1.91,0.16262354283510594,1.328,-1.259,80+,40-59
75,-0.6765 - -0.09353,1.328 - 1.91,0.1987621079095739,1.328,-0.6765,80+,40-59
76,-0.09353 - 0.4894,1.328 - 1.91,0.14455426029787186,1.328,-0.09353,80+,40-59
77,0.4894 - 1.072,1.328 - 1.91,0.06324248888031904,1.328,0.4894,80+,40-59
82,-2.425 - -1.842,1.91 - 2.493,0.009034641268616998,1.91,-2.425,80+,40-59
83,-1.842 - -1.259,1.91 - 2.493,0.009034641268616998,1.91,-1.842,80+,40-59
84,-1.259 - -0.6765,1.91 - 2.493,0.09034641268616997,1.91,-1.259,80+,40-59
85,-0.6765 - -0.09353,1.91 - 2.493,0.08131177141755297,1.91,-0.6765,80+,40-59
86,-0.09353 - 0.4894,1.91 - 2.493,0.06324248888031893,1.91,-0.09353,80+,40-59
93,-1.842 - -1.259,2.493 - 3.075,0.00903464126861701,2.493,-1.842,80+,40-59
94,-1.259 - -0.6765,2.493 - 3.075,0.01806928253723402,2.493,-1.259,80+,40-59
95,-0.6765 - -0.09353,2.493 - 3.075,0.01806928253723402,2.493,-0.6765,80+,40-59
0,-2.884 - -2.342,-2.75 - -2.167,0.03891013456833183,-2.75,-2.884,80+,60-79
10,-2.884 - -2.342,-2.167 - -1.585,0.01945506728416591,-2.167,-2.884,80+,60-79
11,-2.342 - -1.801,-2.167 - -1.585,0.08754780277874659,-2.167,-2.342,80+,60-79
21,-2.342 - -1.801,-1.585 - -1.002,0.01945506728416591,-1.585,-2.342,80+,60-79
22,-1.801 - -1.259,-1.585 - -1.002,0.20427820648374204,-1.585,-1.801,80+,60-79
32,-1.801 - -1.259,-1.002 - -0.4197,0.10700287006291254,-1.002,-1.801,80+,60-79
33,-1.259 - -0.718,-1.002 - -0.4197,0.16536807191541028,-1.002,-1.259,80+,60-79
34,-0.718 - -0.1766,-1.002 - -0.4197,0.06809273549458071,-1.002,-0.718,80+,60-79
42,-1.801 - -1.259,-0.4197 - 0.1627,0.019455067284165916,-0.4197,-1.801,80+,60-79
43,-1.259 - -0.718,-0.4197 - 0.1627,0.17509560555749326,-0.4197,-1.259,80+,60-79
44,-0.718 - -0.1766,-0.4197 - 0.1627,0.2529158746941569,-0.4197,-0.718,80+,60-79
45,-0.1766 - 0.3648,-0.4197 - 0.1627,0.08754780277874663,-0.4197,-0.1766,80+,60-79
53,-1.259 - -0.718,0.1627 - 0.7452,0.20427820648374195,0.1627,-1.259,80+,60-79
54,-0.718 - -0.1766,0.1627 - 0.7452,0.35019121111498624,0.1627,-0.718,80+,60-79
55,-0.1766 - 0.3648,0.1627 - 0.7452,0.2140057401258249,0.1627,-0.1766,80+,60-79
56,0.3648 - 0.9062,0.1627 - 0.7452,0.04863766821041471,0.1627,0.3648,80+,60-79
64,-0.718 - -0.1766,0.7452 - 1.328,0.13618547098916142,0.7452,-0.718,80+,60-79
65,-0.1766 - 0.3648,0.7452 - 1.328,0.20427820648374212,0.7452,-0.1766,80+,60-79
66,0.3648 - 0.9062,0.7452 - 1.328,0.12645793734707836,0.7452,0.3648,80+,60-79
68,1.448 - 1.989,0.7452 - 1.328,0.009727533642082967,0.7452,1.448,80+,60-79
75,-0.1766 - 0.3648,1.328 - 1.91,0.11673040370499549,1.328,-0.1766,80+,60-79
76,0.3648 - 0.9062,1.328 - 1.91,0.20427820648374195,1.328,0.3648,80+,60-79
77,0.9062 - 1.448,1.328 - 1.91,0.07782026913666373,1.328,0.9062,80+,60-79
78,1.448 - 1.989,1.328 - 1.91,0.019455067284165933,1.328,1.448,80+,60-79
86,0.3648 - 0.9062,1.91 - 2.493,0.03891013456833177,1.91,0.3648,80+,60-79
87,0.9062 - 1.448,1.91 - 2.493,0.08754780277874662,1.91,0.9062,80+,60-79
88,1.448 - 1.989,1.91 - 2.493,0.03891013456833183,1.91,1.448,80+,60-79
89,1.989 - 2.53,1.91 - 2.493,0.019455067284165885,1.91,1.989,80+,60-79
97,0.9062 - 1.448,2.493 - 3.075,0.009727533642082967,2.493,0.9062,80+,60-79
99,1.989 - 2.53,2.493 - 3.075,0.019455067284165902,2.493,1.989,80+,60-79
0,-2.75 - -2.167,-2.75 - -2.167,0.05425186996294112,-2.75,-2.75,80+,80+
11,-2.167 - -1.585,-2.167 - -1.585,0.09946176159872537,-2.167,-2.167,80+,80+
22,-1.585 - -1.002,-1.585 - -1.002,0.307427263123333,-1.585,-1.585,80+,80+
33,-1.002 - -0.4197,-1.002 - -0.4197,0.5063507863207838,-1.002,-1.002,80+,80+
44,-0.4197 - 0.1627,-0.4197 - 0.1627,0.7504842011540187,-0.4197,-0.4197,80+,80+
55,0.1627 - 0.7452,0.1627 - 0.7452,0.5786866129380386,0.1627,0.1627,80+,80+
66,0.7452 - 1.328,0.7452 - 1.328,0.38880506806774406,0.7452,0.7452,80+,80+
77,1.328 - 1.91,1.328 - 1.91,0.1627556098888236,1.328,1.328,80+,80+
88,1.91 - 2.493,1.91 - 2.493,0.06329384829009807,1.91,1.91,80+,80+
99,2.493 - 3.075,2.493 - 3.075,0.036167913308627356,2.493,2.493,80+,80+
4,-0.1949 - 0.7502,-2.75 - -2.167,0.005572492937231056,-2.75,-0.1949,80+,d1PHHS
13,-1.14 - -0.1949,-2.167 - -1.585,0.0055724929372310585,-2.167,-1.14,80+,d1PHHS
20,-3.975 - -3.03,-1.585 - -1.002,0.0055724929372310585,-1.585,-3.975,80+,d1PHHS
21,-3.03 - -2.085,-1.585 - -1.002,0.0055724929372310585,-1.585,-3.03,80+,d1PHHS
22,-2.085 - -1.14,-1.585 - -1.002,0.039007450560617406,-1.585,-2.085,80+,d1PHHS
24,-0.1949 - 0.7502,-1.585 - -1.002,0.05015243643507953,-1.585,-0.1949,80+,d1PHHS
25,0.7502 - 1.695,-1.585 - -1.002,0.027862464686155296,-1.585,0.7502,80+,d1PHHS
26,1.695 - 2.64,-1.585 - -1.002,0.005572492937231054,-1.585,1.695,80+,d1PHHS
31,-3.03 - -2.085,-1.002 - -0.4197,0.01671747881169317,-1.002,-3.03,80+,d1PHHS
32,-2.085 - -1.14,-1.002 - -0.4197,0.07244240818400373,-1.002,-2.085,80+,d1PHHS
33,-1.14 - -0.1949,-1.002 - -0.4197,0.12259484461908321,-1.002,-1.14,80+,d1PHHS
34,-0.1949 - 0.7502,-1.002 - -0.4197,0.19503725280308695,-1.002,-0.1949,80+,d1PHHS
35,0.7502 - 1.695,-1.002 - -0.4197,0.17274728105416273,-1.002,0.7502,80+,d1PHHS
36,1.695 - 2.64,-1.002 - -0.4197,0.10030487287015892,-1.002,1.695,80+,d1PHHS
37,2.64 - 3.586,-1.002 - -0.4197,0.016717478811693182,-1.002,2.64,80+,d1PHHS
40,-3.975 - -3.03,-0.4197 - 0.1627,0.005572492937231056,-0.4197,-3.975,80+,d1PHHS
41,-3.03 - -2.085,-0.4197 - 0.1627,0.01671747881169317,-0.4197,-3.03,80+,d1PHHS
42,-2.085 - -1.14,-0.4197 - 0.1627,0.03343495762338634,-0.4197,-2.085,80+,d1PHHS
43,-1.14 - -0.1949,-0.4197 - 0.1627,0.12816733755631432,-0.4197,-1.14,80+,d1PHHS
44,-0.1949 - 0.7502,-0.4197 - 0.1627,0.16160229517970062,-0.4197,-0.1949,80+,d1PHHS
45,0.7502 - 1.695,-0.4197 - 0.1627,0.11702235168185217,-0.4197,0.7502,80+,d1PHHS
46,1.695 - 2.64,-0.4197 - 0.1627,0.10587736580738998,-0.4197,1.695,80+,d1PHHS
47,2.64 - 3.586,-0.4197 - 0.1627,0.0557249293723106,-0.4197,2.64,80+,d1PHHS
48,3.586 - 4.531,-0.4197 - 0.1627,0.01114498587446212,-0.4197,3.586,80+,d1PHHS
49,4.531 - 5.476,-0.4197 - 0.1627,0.011144985874462103,-0.4197,4.531,80+,d1PHHS
50,-3.975 - -3.03,0.1627 - 0.7452,0.016717478811693182,0.1627,-3.975,80+,d1PHHS
51,-3.03 - -2.085,0.1627 - 0.7452,0.011144985874462122,0.1627,-3.03,80+,d1PHHS
52,-2.085 - -1.14,0.1627 - 0.7452,0.022289971748924244,0.1627,-2.085,80+,d1PHHS
53,-1.14 - -0.1949,0.1627 - 0.7452,0.04457994349784849,0.1627,-1.14,80+,d1PHHS
54,-0.1949 - 0.7502,0.1627 - 0.7452,0.033434957623386365,0.1627,-0.1949,80+,d1PHHS
55,0.7502 - 1.695,0.1627 - 0.7452,0.03900745056061743,0.1627,0.7502,80+,d1PHHS
56,1.695 - 2.64,0.1627 - 0.7452,0.022289971748924227,0.1627,1.695,80+,d1PHHS
57,2.64 - 3.586,0.1627 - 0.7452,0.022289971748924265,0.1627,2.64,80+,d1PHHS
58,3.586 - 4.531,0.1627 - 0.7452,0.022289971748924265,0.1627,3.586,80+,d1PHHS
59,4.531 - 5.476,0.1627 - 0.7452,0.011144985874462113,0.1627,4.531,80+,d1PHHS
61,-3.03 - -2.085,0.7452 - 1.328,0.005572492937231056,0.7452,-3.03,80+,d1PHHS
