code,logPOP_effect,dPOP_effect,logPOP_cause,dPOP_cause,legend_logPOP,legend_dPOP,0-19_effect,20-39_effect,40-59_effect,60-79_effect,80+_effect,0-19_cause,20-39_cause,40-59_cause,60-79_cause,80+_cause,legend_0-19,legend_20-39,legend_40-59,legend_60-79,legend_80+,d1PHHS_effect,d2PHHS_effect,d3PHHS_effect,d4PHHS_effect,d5PHHS_effect,d6+PHHS_effect,dCER_effect,dHHS_effect,d1PHHS_cause,d2PHHS_cause,d3PHHS_cause,d4PHHS_cause,d5PHHS_cause,d6+PHHS_cause,dCER_cause,dHHS_cause,legend_d1PHHS,legend_d2PHHS,legend_d3PHHS,legend_d4PHHS,legend_d5PHHS,legend_d6+PHHS,legend_dCER,legend_dHHS,days_since_100+_cases_effect,cases_effect,days_since_100+_cases_cause,cases_cause,legend_days_since_100+,legend_cases
E06000011,1.1714538,-0.1631068,1.408744831104557,-1.124413837132067,Total Population,Population Density,-0.6374901999999999,3.7261915,1.2486298,2.4684098,1.084425,-1.1778281969704099,-1.1505874436662498,0.7470353703976395,1.3740543982355535,1.02576999593602,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2670815,0.89264864,0.6288822,1.6815677,1.2851556999999998,1.5704367000000001,0.67342347,0.37776452,-0.37166535423985547,1.2966999581360374,-0.10656601123841104,-0.10627630947459112,-1.1610510922984536,-0.8164054398760685,0.5983651768017002,-0.5086667183321176,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8787215,1.4551835,0.2614083559447538,1.3720262099287595,Days Since the 100th Case,Total Cases
E06000012,1.2480631000000002,0.73094404,0.07395691652449622,0.12939309644288585,Total Population,Population Density,0.65578,2.6639457,0.6516571,1.9570593,0.25836474,0.24458814490723355,-0.1560333320417068,-0.28147368611296386,0.11836561554027177,0.23105146873504454,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3826983999999998,1.1121846000000002,0.268683,1.8483791,1.4253428999999997,1.9237798,0.9825244000000001,0.24880762,0.6161206574513406,0.5452224961594613,0.4377575559280327,-0.5087940027106251,-0.5179562374151283,-0.3846479531083503,-0.536405645095002,-0.6950890158229682,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.584259,1.2787318,-0.40229198703024577,0.6025420793780734,Days Since the 100th Case,Total Cases
E06000013,1.245028,0.025320014,0.20405972871663175,-0.8668049412340926,Total Population,Population Density,0.25670546,2.870492,0.9461574,2.1116697999999996,-0.00864085,-0.19307835387867925,-0.34633280061600025,0.1708835043586433,0.44525457289744746,0.01824146113638613,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2561824,1.105029,-0.023726982999999997,1.7014200000000002,1.4352329,2.0831418,1.0989977,0.7277033,-0.4502141809687441,0.5892944066497228,0.8733099538375394,-0.15007147347556693,-0.43549906044095904,-0.19166017134915708,-0.7602933936985903,-0.017922946656507052,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7900182,1.2673912,-0.0040717812452460206,0.5243706022293895,Days Since the 100th Case,Total Cases
E06000014,1.2336228999999999,0.69452935,0.5565906260538452,0.07584767711772682,Total Population,Population Density,-0.23146872,1.1547456,-0.27626675,1.6583438999999998,-0.030341508,-0.7304398302726096,1.1910184183449646,-1.495359834061381,-0.47120303421319887,0.0015335359400340575,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3310076000000002,1.1102489,0.8660976,1.9231341,1.3596402,2.0794754,0.559086,0.32518104,0.14086218657110405,0.5576002676164287,-0.4711045587162674,-0.72586939215414,-0.8776874648848064,-0.1960933571803857,1.626398320478711,-0.5841496632322715,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8225412,1.291693,0.08442159781808725,0.6786274860767443,Days Since the 100th Case,Total Cases
E06000015,1.2147874,1.2886326000000001,0.9163478168603588,1.102219114026787,Total Population,Population Density,1.6176838,1.8114218,0.13959873,1.4416559,-0.49901724,1.2891330760411452,0.6136281026473408,-0.967341478698909,-0.8847309512651611,-0.34229557771923597,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.328491,1.040745,0.8963711999999999,1.6716738999999998,1.4058908,3.0318146,0.7338765,0.98922604,0.11896839729741966,-0.6278100706539713,-0.5180435819923224,-0.08478906187661353,0.41490861013992203,0.9723069818509288,0.21136546843682705,0.34690405455121387,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9841334,1.3886247,0.6596285617297535,1.0974286822717492,Days Since the 100th Case,Total Cases
E06000016,1.1620508,1.3839753000000001,1.4882949938473855,1.377304779007323,Total Population,Population Density,2.1568387,0.4365076,-1.0691066,1.0737855,-2.3524477000000004,1.8634777973263619,1.8111645944270471,-2.5834843672541745,-1.602452798138098,-1.5154416001716144,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2255934,0.10776077,1.3732271999999999,1.6353761,0.5663599,4.230017,0.6262481,1.8916786,-0.6580439390143531,-2.3701080178664116,-1.2721468046370383,-0.007720359021994524,2.0725843881264914,2.9438016376631717,1.0948271215520387,2.1573393880890546,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9502602999999998,1.3952265,0.5268884931347536,2.07725902641156,Days Since the 100th Case,Total Cases
E06000017,1.3915042,-0.32506567,-2.3924462872502295,-1.3411373013931323,Total Population,Population Density,-0.16769184,3.3961212999999995,0.9323279000000001,2.3345532,1.104549,-0.6601611538966194,-0.8374534047482057,0.14793592507563513,0.9761044269107583,1.0495415800821264,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2085136,1.0546087,1.3204778,1.9777976000000002,1.29972,1.4419624,-0.04240644,0.37749526,-0.7663947516641251,0.8246134438135255,-1.1871769743805292,-0.9118801748994048,-1.1105626847263095,-0.9753249751416125,2.999063219317375,-0.509049165252945,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,-8.172997,1.2272035,-5.313674525045243,-2.226992435607053,Days Since the 100th Case,Total Cases
E06000018,1.1764578,1.3638155,1.3636184832310767,1.3084439579679212,Total Population,Population Density,1.5285066,-0.25837899999999997,-1.3687638999999998,0.98727775,-2.3568162999999998,1.1931807402528638,2.404986885337699,-3.0938495521459717,-1.7831980797966955,-1.5180074052652588,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4551553,0.85693604,1.0800979,2.0047693,1.3541816,3.3648632000000007,0.41519257,0.43928632,1.274145626479748,-1.1464864089313827,-0.805082657327364,-2.2226208054153167,0.6400693145031657,1.4114836325526756,2.158906543260133,-0.4211376292355283,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9388796999999998,1.4287657,0.48264180360308695,2.005609173654944,Days Since the 100th Case,Total Cases
E06000019,1.2393798,-0.4141619000000001,0.3997900073916398,-1.4576675489453248,Total Population,Population Density,-0.57760775,3.1283562000000003,0.79482484,2.351023,1.0015438,-1.1118893676822725,-0.5860574345713687,-0.06999580188311644,1.020230922844742,0.9311803894618789,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3028680000000001,1.0476421999999999,0.9057642,1.7331058999999998,1.4505628000000002,1.9377822,0.76418173,0.49234197,-0.09590061421265751,0.8511486557436937,-0.5326187138773291,-0.22193306782369832,-0.23385764556551877,-0.3676603273523918,0.07631986316380623,-0.3462366755209218,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7723433999999998,1.2651137,-0.048318470776912655,-0.29379582253695674,Days Since the 100th Case,Total Cases
E06000020,1.2434928,0.582262,0.26272827917891217,-0.08672030746399484,Total Population,Population Density,1.3226628,2.3228880000000003,0.8445771999999999,1.7123618000000003,-1.5163548999999998,0.9708668108290401,0.15486482469230645,0.006906768793123584,-0.36705066925254415,-1.011386706246924,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1221973,1.1169848,-0.07831864,1.4740951,1.2023648,2.3523767,0.8182722,1.4153171999999998,-1.2399807315767748,-0.2562039999469595,0.9541372315129842,0.30603068094766395,1.0665613175098605,0.13377440321639003,-0.11796524689087796,0.9823594527316347,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8225412,1.2497228,0.08442159781808725,0.35086722003411247,Days Since the 100th Case,Total Cases
E06000021,1.2153903,1.2320328999999999,0.9070897909198731,0.974214115190978,Total Population,Population Density,1.1983563,1.860154,0.066519886,1.6826413,-1.1850076,0.8361197458091852,0.5702872960212115,-1.0605882323182816,-0.42444363172731175,-0.8020935408589275,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.412528,1.1231575,-0.05106695,1.9226453000000001,1.4470246999999998,2.4117412999999996,0.9488309000000001,0.38041478,0.8989994191618234,-0.20933510301623595,0.9138056002195136,-0.7243385972819719,-0.2989947237032461,0.20565360056836415,-0.4632451194815462,-0.5048813468573854,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8787215,1.4533256,0.2614083559447538,1.3631610228040307,Days Since the 100th Case,Total Cases
E06000022,1.239382,0.53322214,0.3997807893246038,-0.1568042967187999,Total Population,Population Density,0.27237445,1.5775706,-0.24472037,1.7192477,0.15770897,-0.1758686743548687,0.8206235629637232,-1.4552176513461834,-0.3537197204062686,0.14916180374943291,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3348373,1.1428021000000002,1.2833364999999999,1.4417096,1.4499146,1.8912022000000002,0.5912158000000001,0.52978575,0.17439381254625022,0.04371210694283002,-1.1276053868808278,0.3642131153957773,0.039934818450745174,-0.424195224237845,1.4198848705635476,-0.29363788835668775,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7900182,1.2424254,-0.0040717812452460206,0.1854089307214402,Days Since the 100th Case,Total Cases
E06000023,1.0895288,1.3532251,1.9591105390744763,1.2754264109250597,Total Population,Population Density,0.47796446,-0.33867088,-1.1698098999999997,1.0990038999999998,-1.7801946,0.04979812723517294,2.4734972484771447,-2.7442737628461042,-1.5511214441797119,-1.173649686074412,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4230835,1.1111028,0.9460473,1.9701537,1.4533844999999999,2.7976918,0.66923875,0.40980790000000006,0.9965244706371337,-0.29617301623049486,-0.5952665721158596,-0.8838482699507152,-0.08563966538781746,0.6778852418264497,0.6350747963047031,-0.462980325080564,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9502602999999998,1.4656503,0.5268884931347536,1.8941257258600215,Days Since the 100th Case,Total Cases
E06000024,1.2322208000000001,0.54795957,0.5902360110928726,-0.13579052169126368,Total Population,Population Density,0.06418183,3.3378124,1.0417725,2.2316504,1.0568712,-0.40480619422009184,-0.7825037513886857,0.33593470139151616,0.7185859287815701,0.993755350408623,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.36782,1.0535938,1.0217110999999999,1.6164075,1.4049040000000002,1.701617,0.7600207,0.21817878,0.4752890791886013,0.828549704512311,-0.7134308847525567,0.03149767699573111,-0.6525474274384379,-0.6553079720598892,0.09347066014434625,-0.7400861306287249,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7900182,1.249319,-0.0040717812452460206,0.345139183109607,Days Since the 100th Case,Total Cases
E06000025,1.2026788,0.54511267,1.083578547247429,-0.13984972904362042,Total Population,Population Density,0.48230314,2.2602727000000002,0.9129853000000001,1.7422674999999999,-0.15255208,0.05456037964488842,0.21150319936103087,0.11619952070865872,-0.30905066788579544,-0.09113726497504765,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1977228000000002,1.1429521999999999,0.5651239,0.6567321,1.4503244,1.7466881999999997,0.7130548000000001,1.0520361999999999,-0.8321678655077258,0.04860323836280113,-0.009466442397011476,1.4596540282263888,0.031349545249572994,-0.6001944839892154,0.3216101333390194,0.4359415996539168,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9156583999999999,1.3236233999999998,0.3941484245397537,0.8345476554040582,Days Since the 100th Case,Total Cases
E06000026,1.2120867,1.2878895000000001,0.9566900768211904,1.1004264383162052,Total Population,Population Density,0.38047335,1.6282831,-0.06612718,1.7310313999999998,-0.3689382,-0.057155383743609046,0.7758736576530927,-1.2288586533262646,-0.3308714972449103,-0.24981641166018848,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3678558,1.1439828,0.5633130999999999,1.9361663,1.4520957,2.3513892000000003,0.6811986,0.4390809,0.47562710533796,0.1613874482142856,-0.006716187574183227,-0.7675250890260069,-0.1922371023876987,0.13257792247245515,0.5346739141062462,-0.4214352294370726,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8655756000000001,1.2457368,0.21716166641308715,0.2851540274759921,Days Since the 100th Case,Total Cases
E06000027,1.253566,1.1455523,-0.21472450908250473,0.8017508611357264,Total Population,Population Density,-0.58264756,3.4977815000000003,0.67951363,2.4589684,1.4431708,-1.1174397828031204,-0.9335281345947956,-0.2413242471415225,1.3420467733609378,1.5220584738826053,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.489174,0.97782177,1.1322315,2.0863514,1.3565965,1.9551165000000001,0.66533,-0.2506638,1.5293812140344787,1.077366829677779,-0.8872825703992869,-1.695389290684417,-0.8908323389674376,-0.34664011051298926,0.6709239313492621,-1.484198063246121,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7336848000000002,1.3008734,-0.13681184984024594,-0.6033213892325268,Days Since the 100th Case,Total Cases
E06000030,1.2292849,0.8010961,0.65586714302341,0.2340064177571177,Total Population,Population Density,1.1027409,2.3365495,1.3413867,1.5407659,-1.2292092,0.732243482526505,0.1424882734114122,0.970051958329711,-0.6960405741329122,-0.8304145792028436,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3162931,1.1364836999999999,0.10978835,1.3680178,1.4523274,2.1555562000000004,1.6104171,0.7588805999999999,0.014831721284259554,-0.07487840376397138,0.6750332627791201,0.49150586827492554,-0.18411074705578837,-0.10413524799239858,-1.4927046692167203,0.025352915970321774,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8375669,1.2460258,0.12866828734975388,0.29088884116323444,Days Since the 100th Case,Total Cases
E06000031,1.2365788,0.5600505,0.48028642758655166,-0.11851991269680687,Total Population,Population Density,2.2600553,1.8510127,0.2798522,1.3417383,-1.3985628,1.9721432302694963,0.5784221331611779,-0.7863786463188789,-1.075504140821225,-0.9377510157660065,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2542921,1.0162002,0.50411457,1.6946546999999998,1.3186993999999999,3.2491286,1.0331571,1.3552258,-0.4636055766231932,-0.7143147791013622,0.08312354402283399,-0.13504952934247147,0.7599131097776559,1.2552855758076882,-0.6385311219523087,0.8862825843778206,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8067221999999998,1.2617357,0.04017490828642062,0.4787721758421316,Days Since the 100th Case,Total Cases
E06000032,1.2321521999999998,1.3883473999999998,0.5918081588736976,1.3935690460741785,Total Population,Population Density,2.9958818,1.3485283000000001,-0.25721067,1.0574197,-1.8023293000000002,2.7348745645132917,1.0218451829447865,-1.471101120025041,-1.6360489802331148,-1.1871076831895355,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1134921,0.09453115599999999,1.0820642,1.8062619999999998,0.27842444,4.3762550000000005,1.0886694,1.788554,-1.2816849322744386,-2.3870973322245814,-0.8081802604735905,-0.3986290728933558,2.4033917828181526,3.828496845507998,-0.7418876783983944,2.9799904157191386,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9388796999999998,1.3204308999999999,0.48264180360308695,0.8202778715334882,Days Since the 100th Case,Total Cases
E06000033,1.2421997999999999,1.3602637,0.3085821779805278,1.2971636436401388,Total Population,Population Density,0.6431635,2.5978369999999997,1.122208,1.768255,0.19675843,0.2307830953854875,-0.09544882202428372,0.48525434555001645,-0.25842037854544075,0.18067536655048994,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4041138000000002,1.1233984,0.62915736,1.6133776000000002,1.4465803,2.2122157000000002,0.88609535,0.43041375,0.8198924531795914,-0.20738088624606257,-0.10698044671449823,0.03770503599884755,0.09593417422735864,-0.03567260778450289,-0.31237447101541577,-0.43371326557557294,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9036933,1.2523015,0.3499017350080871,-0.14427551734542443,Days Since the 100th Case,Total Cases
E06000034,1.2448931,0.8440240999999999,0.20940523133567537,0.2991768577646335,Total Population,Population Density,2.3016212000000005,1.9898823,0.90921044,1.2949741000000001,-2.2470646,2.015783447002903,0.45453273767836816,0.11004768877049484,-1.1653765643680598,-1.453360389101564,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1529096,0.8325087,-0.22909549,0.36113942,0.97603977,2.3356452,2.247639,1.6407532999999999,-1.0845484929213813,-1.2013259777439804,1.176686146097034,1.770386030544657,1.4986367230236637,0.11352771871179884,-2.214478921355762,1.3856406863913173,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9036933,1.2421702,0.3499017350080871,0.09224570142312426,Days Since the 100th Case,Total Cases
